Country,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (current US$),Agricultural land (% of land area),Agricultural land (sq. km),Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),"Birth rate, crude (per 1,000 people)",Capture fisheries production (metric tons),Crop production index (2004-2006 = 100),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Export unit value index (2000 = 100),Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Food production index (2004-2006 = 100),"Foreign direct investment, net inflows (BoP, current US$)",Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP deflator (base year varies by country),GDP deflator: linked series (base year varies by country),GDP growth (annual %),GDP per capita (constant 2010 US$),GDP per capita (constant LCU),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita growth (annual %),GDP: linked series (current LCU),Import unit value index (2000 = 100),Import value index (2000 = 100),Import volume index (2000 = 100),"Incidence of tuberculosis (per 100,000 people)",Individuals using the Internet (% of population),"Inflation, GDP deflator (annual %)","Inflation, GDP deflator: linked series (annual %)",International migrant stock (% of population),"International migrant stock, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2004-2006 = 100),Lower secondary school starting age (years),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Mineral rents (% of GDP),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Net barter terms of trade index (2000 = 100),People practicing open defecation (% of population),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Population density (people per sq. km of land area),Population growth (annual %),"Population, total","Preprimary education, duration (years)","Primary education, duration (years)",Primary school starting age (years),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural population,Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)",Secure Internet servers,Secure Internet servers (per 1 million people),Surface area (sq. km),Total fisheries production (metric tons),Total natural resources rents (% of GDP),"Tuberculosis case detection rate (%, all forms)",Urban population,Urban population (% of total population),Urban population growth (annual %),Happiness Score
Paraguay,99.331532,98.58271425,99.815336,177758041.7,0,0,55.08431915,218850,12.08155047,0.717623303,4800000,21.198,17000,177.41,5204.91,5.422,193.4903717,378.5096941,195.6219789,2.508,220858,3.301934324,344853,5.155719772,180.96,480469114.4,38.56783287,153230,1.498963018,33070442062,185258000000000,188231000000000,36164068797,101.6048004,101.6048004,3.080374008,4944.191641,27696926.59,28141406.97,5406.703857,1.705403129,188231000000000,152.0552538,455.3188549,299.4430271,40,49.72,1.604800376,1.604800376,2.356666686,156462,397300,75.701,71.752,73.662,129.65,12,8328000000,8354164872,0.024024544,4.207265638,40.20384491,2.708787515,10.81649846,37.29286624,3.884893391,1.542697672,22.4792643,10291000000,10101097310,0.584174909,0.619975772,42.35797276,25.02971606,2.529955728,27.61173525,1.657036556,0.192202465,29.44611708,0,7411986,110.8127891,127.2500402,0.685600968,97.25714476,87.66634655,16.83550466,1.342858435,6688746,3,6,6,99.99820608,61.67699459,2625333,39.25,0.642128422,6,271,40.51581567,406751.9922,25481,1.498963018,87,4063413,60.75,1.798218649,5.878
Peru,93.852179,76.69269078,98.874896,1932385666,456514442.3,6378657368,18.2296875,233340,2.46484375,0.103541976,3155000,18.544,4838874,143.82,3.1844,5.348,268.5489507,494.8209901,184.2572793,2.323,1999459,6.56189969,2911495,9.555053712,149.46,8313966795,57.79140625,739730,0.176153332,186305000000,482506000000,604416000000,189805000000,125.2660071,125.2660071,3.252244772,6114.227214,15835.06324,19835.95144,6229.101696,1.963317088,604416000000,167.654488,511.4518463,305.0630213,122,40.85260091,2.690520901,2.690520901,0.289645141,90881,1280000,78.468,73.169,75.792,157.77,12,34414000000,33175474994,0.286499916,0.335424849,59.66203456,23.05199956,0.870722789,13.2478958,2.065352777,0.679724984,26.80356971,37924000000,40176781469,0.161789844,0.557439486,51.06465135,26.512689,1.607990743,17.50624765,2.691080347,0.329716292,31.26731115,5.92169733,34235810,112.3563679,160.1799951,7.751158154,90.03872453,73.34397611,23.80526094,1.256186053,30470734,3,6,6,52.73051336,25.50390552,6899488,22.643,0.446856087,5,1412,46.33954666,1285220,4929850,6.587379093,80,23571246,77.357,1.494327826,5.824
Philippines,89.08,83.19498017,95.91,3366116564,370447312.4,3396130601,41.72116578,124400,18.74769427,0.054743161,5590000,22.273,2154908,112.72,45.5028,5.798,89.38071266,154.4903859,172.8453279,2.805,2900000,2.839985094,3223787,3.157071389,116.33,5639155962,26.96448335,80400,0.264919856,266055000000,7600180000000,13322000000000,292774000000,175.285979,175.285979,6.066548905,2605.493599,74428.91003,130463.4436,2867.15199,4.404527665,13322000000000,106.5894222,201.8806124,189.4002315,550,36,-0.586573665,-0.586573665,0.210390539,211862,298170,75.007,66.644,70.644,126.8,12,58827000000,58648377622,0.467479491,0.867419314,76.52863048,19.35045477,0.258286117,1.11793627,0.841222104,1.258257295,3.653435266,74751000000,73354573262,0.017664914,5.176640076,62.51676816,33.75574757,0.891091366,0.671339121,1.981516832,0.136609037,3.709819362,1.435264514,117838074,115.3994392,83.85514322,5.83347623,92.57983214,74.26398135,342.4664185,1.579367402,102113212,1,6,6,25.41346632,27.45154445,54851133,53.716,1.224424946,4,2139,20.94733833,300000,4503067,1.901365786,49,47262079,46.284,1.992890098,5.073
Poland,100,100,100,8592182357,483223222.9,774626127.7,46.9349097,143710,35.5563539,0.286602483,10887000,9.7,205428,105.53,3.7695,10.4,166.1755988,627.216048,377.4417257,1.32,7265546,19.10272627,9053648,23.80404163,109.99,15065000000,30.81420033,94350,0.172939598,556361000000,1677600000000,1800230000000,477577000000,107.3098648,107.3098648,3.839071339,14646.32207,44163.05494,47391.31456,12572.30788,3.908293902,1800230000000,138.3934153,400.7279004,289.557057,19,67.997,0.769528696,0.769528696,1.604180837,619403,306190,81.6,73.5,77.45121951,109.79,13,199124000000,199124000000,0.356240079,1.62617024,85.60652897,1.446350351,9.930656162,0.709477883,0.311171088,0.816927834,14.03723095,196473000000,196473000000,0.4421535,0.663983753,77.2080462,8.589345603,11.21209383,0.676362668,0.899574434,0.447349731,22.3498003,0.378924825,54537230,143.3904315,120.0747872,0,99.04427077,97.692105,124.0615696,-0.066641101,37986412,4,6,7,13.80239867,11.91148821,15088963,39.722,0.248543034,6,36309,955.8417889,312680,242399,0.853837001,87,22897449,60.278,-0.273799474,5.791
Portugal,100,100,100,1337558998,0,140822838.3,40.33465264,36948.79883,12.30590807,0.108831991,1127290.039,8.3,190100,126.22,0.901658962,10.5,148.1441852,226.4996972,152.8913854,1.31,3142188,30.30557125,4682997,45.16626607,117.28,2506507992,34.73586931,31820,0.139280318,228064000000,179713000000,179713000000,199314000000,100,100,1.792046276,22018.00949,17350.05217,17350.05217,19242.36647,2.214483117,179713000000,128.9650264,167.8995659,130.1899984,23,68.6329,2.019964197,2.019964197,8.089593589,837257,91605.5957,84.3,78.1,81.12439024,105.51,12,55047000000,55046598891,1.871442913,4.022374155,81.7338385,1.891486584,1.971415539,2.272645948,0.229699132,6.783857523,16.39471859,66914000000,66913922222,0.516894421,2.973431368,81.76726989,3.922228766,4.298469866,2.614331664,0.998852919,4.221301399,17.71583568,0.142244276,11714693,112.9851121,114.8715968,0,99.9046875,99.44206601,113.0725249,-0.414141102,10358076,3,6,6,47.52637429,27.15729839,3779248,36.486,-1.985892906,6,9336,901.3256902,92225.5957,199662.9,0.281524594,87,6578828,63.514,0.500060471,5.102
Qatar,100,100,100,3208496436,12230741269,0,5.839793545,678.0000305,1.317829474,0.005963262,15300.00019,10.033,15203,133.23,3.64,1.131,214.6771568,672.5123253,313.2668307,1.929,237774,9.267376282,459887,17.92435622,171.26,1070879121,0,0,0.000127135,167123000000,779661000000,588733000000,161740000000,75.51140816,75.51140816,3.657510261,65137.05739,303877.2893,229462.0203,63039.01655,-0.645691868,588733000000,138.0860812,1002.767528,726.1901555,24,92.88482645,-24.33840556,-24.33840556,75.49762789,1687640,11610,81.477,78.558,79.758,198.6,12,77971000000,76201724243,0,9.553593903,69.37726476,12.66698362,1.256785614,1.121599068,12.83103632,0.930851249,30.62273524,32610000000,31629160327,0,18.20233209,71.41311916,16.46591135,2.48684408,2.495975479,4.393891977,0.399261974,28.58688084,0,3740469,145.7868972,155.4661809,0,99.69150138,100,220.9913867,4.239996291,2565710,3,6,6,0,0,27068,1.055,-2.804977544,6,923,359.7444762,11610,15213,19.87752557,87,2538642,98.945,4.317852081,6.611
Romania,100,100,100,2068706824,996067750.4,26461210.5,60.23122392,138580,38.15194715,0.442986976,8778000,10.2,9307,94.64,4.0057,13.2,179.9933173,581.973274,323.3304896,1.58,4262132,21.39068791,4270000,21.43017564,108.69,4317731472,29.82006259,68610,0.184772565,192451000000,381845000000,712588000000,177893000000,186.6171771,186.6171771,3.871522323,9712.147569,19270.01923,35961.16592,8977.498544,4.36163304,712588000000,136.8670235,531.0680662,388.0175463,82,55.7632,2.608170555,2.608170555,1.163134803,226943,230080,78.7,71.5,75.01219512,86.51,11,60595000000,60594856266,0.148184984,6.04037409,77.76737237,1.693766409,13.43534087,0.862129759,0.481108538,0.751205021,8.649101774,69824000000,69823860094,0.046014198,0.690092563,78.22546497,5.287829898,14.25818001,0.746444507,0.456450714,0.396467528,7.470340825,0.024745196,23120000,116.0341126,131.5096308,0,100,82.80963615,86.12430894,-0.470733511,19815481,3,5,6,39.7469737,23.69779403,9137513,46.113,-0.442531747,8,7158,361.232715,238400,20348.75,0.938865822,87,10677968,53.887,-0.494860439,5.124
Rwanda,22.8,12.53564629,72.9,27127391.13,0,6249964.849,73.43737135,18116.99951,46.68422988,0.101301149,1151699.951,32.604,29334,151.67,720.9751,5.597,256.6308703,1286.836361,501.4347491,4.157,21125,0.185811136,16983,0.14937896,150.3,223334652.8,19.45683016,4800,6.17258076,8304329707,5950950000000,5967950000000,8277614581,100.2857696,100.2857696,8.867939164,730.4316868,523433.0932,524928.9058,728.0818794,6.134661389,5967950000000,150.2420017,1117.031805,743.4883668,61,18,0.285769595,0.285769595,3.803080984,441525,24670,69.434,65.371,67.45,134.66,13,682000000,428009935,4.265072492,8.187572795,49.12226722,4.248152791,0.107756377,0.014146634,0.225981437,41.96189371,4.650766576,2382000000,1853800408,0.718427234,7.811103416,29.13753437,21.91505883,4.299555101,0.396571819,11.3623354,29.89474809,40.24929031,0.155540312,8759619,77.04779924,170.8116688,2.433868375,56.25843563,64.23988414,460.8460073,2.542690207,11369071,3,6,7,56.88782816,86.65537429,9435874,82.996,2.4981141,6,84,7.388466481,26340,30954.2,6.328121072,80,1933197,17.004,2.760550433,3.465
Saudi Arabia,100,100,100,19062794138,53652174865,173257617.7,80.77230031,1736354.063,1.623489899,0.110033314,3490000,19.41,68130,71.28,3.75,3.412,174.1413725,262.3643496,150.6616985,2.507,6335557,19.97485187,3746906,11.81330897,102.2,8141026667,0.454484135,9770,0.001735354,678730000000,2545240000000,2453510000000,654270000000,96.39624526,96.39624526,4.106408869,21399.10401,80246.64002,77354.74793,20627.93278,1.478372238,2453510000000,190.4013305,577.6687171,303.3953154,12,69.6162358,-16.90852542,-16.90852542,32.29494249,10185945,2149690,76.264,73.425,74.651,136.9,12,203550000000,239014000000,0.000312601,13.33080746,59.69904883,18.91407049,0.956934426,0.782515027,12.00692744,3.943652608,40.30063857,174675000000,174382000000,-0.000165547,10.52221036,64.62392474,20.42961118,3.6738271,2.643004178,4.046051848,1.970636517,35.37624081,0.070706079,52796066,166.4563349,91.46016577,0,99.686901,99.80078584,14.75453065,2.556784389,31717667,3,6,6,0.000295564,0.005976542,5334912,16.82,1.257301178,6,2836,89.41389037,2149690,98130,24.21049522,87,26382755,83.18,2.821620739,6.411
Senegal,60.5,38.13573084,86.9,296271633.4,1953635.534,215291932,46.06035423,88680,16.62078637,0.219501938,3200000,36.318,425437,176.58,591.4495,6.141,199.4195702,283.8523963,142.3392879,4.841,100611,0.690134671,300219,2.059332883,163.8,409001608.6,42.96992676,82730,2.790924334,20164446400,10397400000000,10508700000000,17767704597,101.0704599,101.0704599,6.367263427,1383.167206,713202.9524,720837.5042,1218.764246,3.421585662,10508700000000,183.1971394,360.3432273,196.6969727,123,27,1.070459923,1.070459923,1.739951417,263242,192530,68.634,64.683,66.747,124.76,12,2612000000,2321528145,7.571847379,7.227349466,34.49009799,6.937054041,0.494604385,0.358132897,6.393170909,42.41795927,15.52009536,5595000000,5233413898,0.25120226,5.905948832,54.54744998,13.0366765,6.461286353,1.895250117,6.185171139,14.3041774,30.89717037,1.695329702,14959477,102.6135684,108.8551769,14.90873036,78.2433413,50.08593779,75.72045396,2.80841559,14578459,3,6,6,10.41719343,42.71175163,7892486,54.138,2.024618542,7,92,6.31068071,196710,426649.5,4.512980272,74,6685973,45.862,3.741628636,3.904
Serbia,100,100,100,,42901373.83,83145897.86,39.65812943,34685,29.62497142,0.365167039,2591000,9.3,3150,90.43,108.8114,14.6,173.7927055,776.3377829,446.7033185,1.46,1320230,14.87285306,2770462,31.21022416,89.05,2343139736,31.0999314,27200,0.399888917,43675263641,3394830000000,4312040000000,39628550869,127.0177843,127.0177843,1.776324024,6155.448359,478456.2299,607724.502,5585.117938,2.281133161,4312040000000,162.2333359,481.6922662,296.9132475,21,65.3170254,1.832226537,1.832226537,9.122622084,807441,87460,77.9,72.8,75.28780488,102.89,11,13376000000,13355105470,0.001727145,1.743205282,62.09468601,0.347342064,35.26964625,0.173468447,0.305317005,0.654082322,2.633940599,17876000000,18168572260,0.022149187,0.689318776,63.52095676,9.845124341,23.89793034,0.832411214,1.078306585,0.329247109,12.55896371,0.437991829,9155664,103.1417597,107.1251506,0.071994,86.28549202,97.63535858,81.12717814,-0.494772574,7095383,4,4,7,26.90517356,21.17388528,3143538,44.304,-0.749521076,8,1001,141.0776557,88360,10537,1.244434603,87,3951845,55.696,-0.291665657,5.123
Sierra Leone,19.17752075,1.477688922,44.82881546,31848025.34,0,21348225.83,54.71044611,39490,21.94513716,0.220861544,1584000,35.055,202100,167.88,5076,12.63,107.0540997,3926.054108,3667.355213,4.561,,,17000,0.237035748,173.09,252435829.4,42.17234691,30440,9.44821205,3163801389,8483430000000,21414200000000,4218723875,252.4244764,252.4244764,-20.59877072,441.1376641,1182867.711,2985847.626,588.2284527,-22.3122503,21414200000000,220.0834907,1024.32463,465.4254738,307,6.344421603,18.86476336,18.86476336,1.413457295,91213,72180,53.77,52.068,52.941,203.55,12,512000000,118563564,0.016344819,9.449483148,73.0800847,2.519572539,0.482043539,0.33631074,1.342961485,21.86490362,5.038666854,1530000000,1766484702,0.118594291,17.73881821,48.02422348,12.49729538,0.753048582,0.963537923,3.154591825,29.61623072,22.24095151,2.64170931,5657000,78.87713099,48.64249444,18.58936705,58.3126889,14.93763698,99.36151288,2.181626694,7171914,3,6,6,60.97560976,77.66055863,4243693,59.171,1.512933277,7,7,0.976029551,72300,202175,12.08992136,54,2928221,40.829,3.158728998,4.507
Singapore,100,100,100,1784881041,0,0,0.930888592,6.600000262,0.789844838,0.000101174,560.0000024,9.7,1265,134.99,1.3748,4.8,98.05842882,251.5442064,256.5248183,1.24,1486200,26.57653082,2016100,36.05231045,109.5,69774553125,23.06064884,163.5000038,0.000363041,298247000000,423444000000,423444000000,308004000000,100,100,2.892499228,53883.81824,76502.97145,76502.97145,55646.61875,1.679018806,423444000000,110.5182469,220.5541165,199.5635315,45,79.012957,3.156402127,3.156402127,45.39179191,2543638,709.0000153,85.1,80.5,82.74390244,105.32,12,346638000000,351530000000,0.605691191,2.249883451,48.43279076,43.44727063,0.371739229,0.836657968,4.484546767,1.551334115,50.96151805,296745000000,297035000000,0.019817652,8.194467058,56.97981061,35.83531699,2.157148966,1.914378991,2.11890253,0.491497566,43.00037173,0,8233100,147.2259695,88.7260082,0,100,100,7806.772752,1.186376937,5535002,3,6,6,1.820886641,0.708635297,0,0,,4,19844,3585.18389,719.0000153,8161.294,0.000363041,87,5535002,100,1.186376937,6.798
Slovenia,100,100,100,386908217.3,2427156.147,0,30.60627661,6164.899902,9.130400384,0.089123935,183910.0037,10,343.392,97.31,0.901658962,9.6,152.3814028,364.0877317,238.9318677,1.57,564046,27.23282504,753082,36.35971242,92.29,1730147099,61.95823746,12480,0.23345793,49165961260,38852640700,38852640700,43090173062,100,100,2.210081624,23826.13165,18828.23214,18828.23214,20881.76677,2.133258045,38852640700,131.1413613,293.8254301,224.0524479,7.2,73.0987,1.005042688,1.005042688,11.41296409,235966,20142.6001,83.9,77.8,80.77560976,88.09,12,31930000000,31929516703,0.04955899,2.60938726,80.00608388,1.416828301,15.61074147,0.437355317,0.391982889,0.311645246,19.94435713,29815000000,29814972449,0.602266758,1.440246684,76.90223662,6.370723975,11.91590284,1.358604931,1.210929249,0.386741803,22.49549662,0,2353926,113.6504025,116.1962948,0,99.53378107,99.10932897,102.4461087,0.075190689,2063531,3,6,6,29.39191469,20.87739614,953743,46.219,-0.40829025,7,4517,2188.966388,20675,1950.592,0.254849708,87,1109788,53.781,0.492566224,5.848
South Africa,85.5,72.66873554,92.46151733,14764956106,2636202788,4107276253,79.83002086,968410,10.30426432,0.225687307,12500000,21.719,572312,113.43,12.7507,9.769,189.4648743,269.7036767,142.350226,2.484,1409347,2.54457383,4131055,7.458613417,122.05,1521139945,7.617736524,92410,0.744200587,418543000000,3064240000000,4049880000000,317621000000,132.1661477,132.1661477,1.193732801,7556.788579,55324.75167,73120.59302,5734.633629,-0.341677246,4049880000000,135.2120132,352.4208688,260.6431637,759,51.91911572,5.170613786,5.170613786,5.767090449,3142511,1213090,66.108,59.342,62.649,131.92,14,80865000000,81487957460,7.959024591,3.280749514,44.97540561,10.96043846,1.250788812,1.114964395,4.577518005,28.24059426,18.82497554,104651000000,90546334539,0.589283523,6.333173287,54.60204319,24.29967933,1.79311154,2.545312977,5.383112016,10.38711708,34.42155621,2.216479744,87999492,158.8829468,140.1242906,2.539864333,91.85278068,73.89208403,45.65726121,1.528926307,55386367,3,7,7,2.255041826,17.15014125,19480493,35.172,0.072509047,5,15107,272.7566515,1219090,579742.4,4.530159603,68,35905874,64.828,2.328062523,4.642
Spain,100,100,100,6995694563,14274427.25,234432785.1,53.18906052,265765,24.57309925,0.264361377,12278219.73,9,975632,107.08,0.901658962,9.1,156.8596678,245.5273928,156.5267836,1.33,13542906,29.01724261,19373709,41.51041249,105.82,25350485005,36.8607287,184178.6914,0.029008594,1418880000000,1077590000000,1077590000000,1195120000000,100,100,3.83517266,30549.79181,23201.50496,23201.50496,25732.01836,3.915768451,1077590000000,141.4673913,200.2166204,141.52846,9.9,78.6896,0.54555601,0.54555601,12.69023719,5852953,499661.0156,85.7,80.1,82.83170732,101.78,12,282274000000,282273000000,3.123883178,7.590929741,77.77287718,2.672767017,4.423187883,4.556195514,0.645877243,1.622136042,19.10323965,311851000000,311851000000,0.103055705,6.845209895,71.3168356,9.035120927,4.79544199,3.935513733,1.946718979,3.770389732,28.58010869,0.035901095,51067770,109.4186042,110.8804413,0,99.92672465,99.90433468,92.95268301,-0.077588862,46444832,3,6,6,34.94989057,16.25409774,9473817,20.398,-1.227919466,6,41316,889.5715243,505923.9844,1265453,0.06996995,87,36971015,79.602,0.219325483,6.329
Sri Lanka,93.97186279,92.67437789,99.78154755,574345858.5,0,625024.2041,43.69319088,27400,20.73034604,0.061993324,1300000,16.609,502055,129.34,135.8569,6.368,124.055614,193.4543486,155.9416316,2.213,625917,2.993668413,3287676,15.72446793,130.6,679655644.2,33.00908946,20700,0.122115604,76485840044,8647830000000,10950600000000,80604080689,126.6284883,126.6284883,5.007683305,3647.393421,412390.7135,522204.1264,3843.780672,4.046239566,10950600000000,112.6874671,301.4468481,267.5069871,65,12.1,0.649042285,0.649042285,0.186850018,38706,62710,79.689,72.887,76.316,117.06,10,10505000000,9744507202,5.65E-05,6.972797494,76.0731167,2.128841456,4.934254971,2.242074047,9.151775647,1.263931879,14.7750511,18935000000,15124493926,0.003431341,10.15837777,53.590317,11.60648431,2.287278455,1.027404737,30.67676351,0.723335574,15.72948815,0.002890614,23899642,114.308452,110.0882088,0.950063544,88.25596764,94.43110246,334.396428,0.919811027,20970000,1,5,5,48.47519345,52.87589204,17141717,81.744,0.873336167,8,439,20.93466857,65610,538092.8,0.125006218,68,3828283,18.256,1.128174539,4.271
Sudan,49.26267624,34.19283313,78.65451813,484253202.1,148871179.8,1601351070,,681861.5625,,,19823160.16,33.318,33008,,6.0257,7.428,246.7850275,175.4032767,71.07533161,4.594,27683,0.071159128,118954,0.305771156,,1728373403,,192099.3945,1.216232923,72731117404,30465897600,582937000000,96741742022,1913.40732,1913.40732,4.906045175,1869.552756,783.1256396,14984.38332,2486.745659,2.410886348,582937000000,133.0080145,612.4244864,460.4417928,88,26.61,17.90375845,17.90375845,1.251344542,503477,,66.198,62.693,64.429,,12,3169000000,3168355000,7.76614363,57.87801556,72.98191017,0.196127012,1.355719293,0.122334776,1.196930268,3.556829964,15.69511624,9509000000,9508653000,7.200925305,21.65012226,56.32462348,8.661973468,6.797881887,0.747035358,10.05008806,2.24392456,34.23052666,2.148246783,27938507,71.81590856,185.5414717,26.63497299,58.95025341,35.06823583,,2.407212277,38902950,2,6,6,64.53590864,61.59674748,25717184,66.106,2.097582852,5,29,0.720767617,,37508,4.114721263,55,13185766,33.894,3.013878047,4.55
Suriname,95.11044312,87.61310294,98.96308136,57360407.5,104385857.1,514979047.2,0.557692308,870,0.416666667,0.116249332,65000,19.292,44705,151.98,3.4167,7.164,213.2971648,416.9947507,195.4994344,2.494,52691,9.423528507,91916,16.43872855,154.32,183665852.7,98.28205128,153320,0.94891433,4732951552,9854000000,16357000000,4787367928,165.9935052,165.9935052,-3.411095864,8464.653142,17623.39867,29253.69718,8561.974179,-4.425106353,16357000000,168.8919515,385.2613775,228.1111527,32,42.76382778,-2.077845507,-2.077845507,8.625811501,46836,156000,74.584,68.088,71.249,117.64,12,1652000000,1519488402,0.380670954,28.1075713,83.18311442,1.739274217,0.049941546,12.12215643,2.437544107,0.073432347,4.3140582,2028000000,1778681634,0.7924078,0.181082266,77.26814455,8.692835134,0.736445002,11.77307389,0.429850056,0.271380044,10.16637376,14.40112803,750458,134.2157552,126.2920837,3.482222633,94.43903834,83.82623292,3.58425,1.05537038,559143,2,6,6,60.05314438,24.91311036,189795,33.944,1.152590161,7,60,107.3070753,163820,44827.17,18.18757047,80,369348,66.056,1.005449279,6.269
Sweden,100,100,100,1338993043,0,448487044.5,7.463111755,30398.00049,6.346517395,0.263797422,2585000,11.7,213466,125.74,8.434840833,9.3,140.5128131,161.0997056,114.6512564,1.85,3496240,35.80397237,3554665,36.40228573,103.08,10318611203,68.92293339,280730,0.211403436,550121000000,4248210000000,4248210000000,503651000000,100,100,4.420799639,56139.49489,433527.1317,433527.1317,51397.19176,3.322414698,4248210000000,127.1600079,190.3692643,149.7084402,9.2,90.6102,2.195271198,2.195271198,16.76755875,1639771,407310,84.1,80.4,82.20487805,93.14,13,140024000000,140024000000,0.553491692,3.387891596,85.29404434,5.035767837,3.225767242,1.534446494,1.181128137,1.485629976,14.15246397,138398000000,138398000000,0.001729262,0.373983085,84.58483775,7.533914006,4.901859493,1.077086592,0.970354126,0.80148364,15.41343299,0.187205721,12638827,129.4305347,110.5007899,0,100.0000025,99.3002379,24.05829958,1.057454686,9799186,4,6,7,63.26274771,53.2477698,1317697,13.447,-1.19260482,6,41234,4207.900534,447430,225486,0.398609158,87,8481489,86.553,1.411616216,7.364
Switzerland,100,100,100,1050921527,0,0,38.43835449,15189.30054,10.0819917,0.048102022,398399.9939,10.5,2023,94.13,0.962381328,8.2,196.7701546,360.024033,182.9667887,1.54,3700563,44.60242685,4140000,49.8989065,104.61,114407000000,31.73398039,12540,0.010678124,634045000000,654258000000,654258000000,679832000000,100,100,1.333388501,76553.31796,78993.80807,78993.80807,82081.60921,0.186413499,654258000000,181.8983212,306.7223678,168.6229789,7.4,87.4790556,-0.626273152,-0.626273152,29.38668554,2438702,39516.00098,85.1,80.8,82.89756098,107.64,13,289819000000,289839000000,0.011283071,5.541011706,76.92208598,9.006635411,2.599164732,1.699941545,7.590612081,0.524662442,23.06663094,253110000000,251500000000,0.000714699,2.159672746,80.01436278,7.746755096,4.705772101,3.29219419,0.869354138,3.048092873,19.98492252,0,11243210,135.5130156,108.1759047,0,99.99999707,99.89097323,209.5960066,1.138337152,8282396,2,6,7,62.19798175,25.29198368,2176779,26.282,1.054660953,7,57464,6938.08893,41290.40039,3616,0.010678124,87,6105617,73.718,1.168186391,7.587
Tajikistan,99.65236664,99.65979151,99.63202667,163204472.1,1392903.29,128672857,34.13790619,47380,5.259744938,0.086349371,730000,32.115,1176,157.43,6.1631,5.201,156.9608263,113.4522293,72.28060147,3.623,6000,0.070972086,457000,5.405707197,160.46,454012320,2.968513582,4120,0.020509332,7912968730,5474220600,48408700000,7854602392,884.3030549,884.3030549,6.008287872,935.9998251,647.5280896,5726.110678,929.0958572,3.485426878,48408700000,189.8027089,508.9777778,268.161493,86,18.98,1.491116555,1.491116555,3.242910896,275059,138790,72.507,67.959,70.137,150.88,11,891000000,1091823953,0,0.691607835,16.61758551,17.40276667,53.62915563,0.006927216,7.547824242,0.002908894,29.75325886,3436000000,3144751795,0.009826658,3.236543824,15.23631887,12.54113703,61.59916433,1.943865971,4.038050609,0.008238138,23.15469015,2.160657845,8489000,100.4136726,82.69683147,0.066139604,78.06478717,96.12746211,60.91237121,2.408647884,8454028,4,4,7,98.4733714,44.65920392,6193252,73.258,2.289968705,7,43,5.086332811,141380,1626,2.353101144,81,2260776,26.742,2.734485215,4.786
